id	title	price_pc	link	image_link	category_name1	category_name2	category_name3	model_number	shipping	product_flag	naver_category
3526	삼성 천장형 4WAY 냉난방기 25평형, 의무사용기간 60개월, 등록비 면제	82500	http://si.rental-shop.net/html/dh_prod/prod_view/3526	http://rentalshop.site/_data/file/goodsImages/6b8c296652bd2bd1c7cb91fcaa301723.jpg	계절·환경	냉난방 에어컨			0	렌탈	
5067	삼성 냉난방기AC100KA4PB(H)H5SY, 의무사용기간 60개월, 등록비 면제	97600	http://si.rental-shop.net/html/dh_prod/prod_view/5067	http://rentalshop.site/_data/file/goodsImages/b24bc88b91965eab91a98027961de62d.PNG	계절·환경	냉난방 에어컨			0	렌탈	
3519	삼성 천장형 원형 냉난방기 28평형 (AC100KA4PBH5SY), 의무사용기간 60개월, 등록비 면제	83000	http://si.rental-shop.net/html/dh_prod/prod_view/3519	http://rentalshop.site/_data/file/goodsImages/9550ce296d07f0642afbb97eb5ab89d4.jpg	계절·환경	냉난방 에어컨			0	렌탈	
5681	삼성세척서비스 1회 무료 360CST 냉난방 28평형 단상, 의무사용기간 60개월, 등록비 면제	86700	http://si.rental-shop.net/html/dh_prod/prod_view/5681	http://rentalshop.site/_data/file/goodsImages/9550ce296d07f0642afbb97eb5ab89d4_1.jpg	계절·환경	냉난방 에어컨			0	렌탈	
3518	삼성 천장형 원형 냉난방기 28평형(삼상), 의무사용기간 60개월, 등록비 면제	83000	http://si.rental-shop.net/html/dh_prod/prod_view/3518	http://rentalshop.site/_data/file/goodsImages/cc73a0a3303b405170f966f12c8621ba.jpg	계절·환경	냉난방 에어컨			0	렌탈	
5680	삼성세척서비스 1회 무료 360CST 냉난방 28평형 삼상, 의무사용기간 60개월, 등록비 면제	86700	http://si.rental-shop.net/html/dh_prod/prod_view/5680	http://rentalshop.site/_data/file/goodsImages/cc73a0a3303b405170f966f12c8621ba_1.jpg	계절·환경	냉난방 에어컨			0	렌탈	
3527	삼성 천장형 4WAY 냉난방기 28평형 (AC100RA4PBH1SY), 의무사용기간 60개월, 등록비 면제	77700	http://si.rental-shop.net/html/dh_prod/prod_view/3527	http://rentalshop.site/_data/file/goodsImages/8e134385b08c1252da9bd0960fbd884d.jpg	계절·환경	냉난방 에어컨			0	렌탈	
5482	삼성세척서비스 1회 무료 프리미엄 무풍4Way 냉난방 28평형 단상, 의무사용기간 60개월, 등록비 면제	80700	http://si.rental-shop.net/html/dh_prod/prod_view/5482	http://rentalshop.site/_data/file/goodsImages/81a384bac3b36dbf12360d4948feba23.jpg	계절·환경	냉난방 에어컨			0	렌탈	
5677	삼성세척서비스 1회 무료 프리미엄 무풍4Way 냉난방 28평형 삼상, 의무사용기간 60개월, 등록비 면제	80700	http://si.rental-shop.net/html/dh_prod/prod_view/5677	http://rentalshop.site/_data/file/goodsImages/886bbc17ef8d7cb802b66e72ce659e51_1.jpg	계절·환경	냉난방 에어컨			0	렌탈	
3523	삼성 천장형 4WAY 냉난방기 28평형(삼상), 의무사용기간 60개월, 등록비 면제	77700	http://si.rental-shop.net/html/dh_prod/prod_view/3523	http://rentalshop.site/_data/file/goodsImages/886bbc17ef8d7cb802b66e72ce659e51.jpg	계절·환경	냉난방 에어컨			0	렌탈	
5068	삼성 냉난방기AC110KA4PB(H)H5SY, 의무사용기간 60개월, 등록비 면제	102400	http://si.rental-shop.net/html/dh_prod/prod_view/5068	http://rentalshop.site/_data/file/goodsImages/b13bb443f5bd7983ba83e24233c7b2c7.PNG	계절·환경	냉난방 에어컨			0	렌탈	
1249	삼성 30평 원형 360 천장형 냉난방기 단상, 의무사용기간 60개월, 등록비 면제	86000	http://si.rental-shop.net/html/dh_prod/prod_view/1249	http://rentalshop.site/_data/file/goodsImages/19051466efaaba89825b14a4264d849a.jpg	계절·환경	냉난방 에어컨			0	렌탈	
5676	삼성세척서비스 1회 무료 360CST 냉난방 30평형 단상, 의무사용기간 60개월, 등록비 면제	90300	http://si.rental-shop.net/html/dh_prod/prod_view/5676	http://rentalshop.site/_data/file/goodsImages/19051466efaaba89825b14a4264d849a_1.jpg	계절·환경	냉난방 에어컨			0	렌탈	
3517	삼성 천장형 원형 냉난방기 30평형 삼상 (AC110KA4PHH5SY), 의무사용기간 60개월, 등록비 면제	86000	http://si.rental-shop.net/html/dh_prod/prod_view/3517	http://rentalshop.site/_data/file/goodsImages/18d2c3c725d3bbe253b66562de0f94de.jpg	계절·환경	냉난방 에어컨			0	렌탈	
5675	삼성세척서비스 1회 무료 360CST 냉난방 30평형 삼상, 의무사용기간 60개월, 등록비 면제	90300	http://si.rental-shop.net/html/dh_prod/prod_view/5675	http://rentalshop.site/_data/file/goodsImages/18d2c3c725d3bbe253b66562de0f94de_1.jpg	계절·환경	냉난방 에어컨			0	렌탈	
3522	삼성 천장형 4WAY 냉난방기 30평형 (AC110RA4DBH1SY), 의무사용기간 60개월, 등록비 면제	79100	http://si.rental-shop.net/html/dh_prod/prod_view/3522	http://rentalshop.site/_data/file/goodsImages/b6f3503578f7f8d89d6c4219555cae5c.jpg	계절·환경	냉난방 에어컨			0	렌탈	
5483	삼성세척서비스 1회 무료 디럭스 무풍4Way 냉난방 30평형 단상, 의무사용기간 60개월, 등록비 면제	82100	http://si.rental-shop.net/html/dh_prod/prod_view/5483	http://rentalshop.site/_data/file/goodsImages/05575982da529f2a17ad98cd83b22283.jpg	계절·환경	냉난방 에어컨			0	렌탈	
3521	삼성 천장형 4WAY 냉난방기 30평형(삼상) (AC110RA4DHH1SY), 의무사용기간 60개월, 등록비 면제	79100	http://si.rental-shop.net/html/dh_prod/prod_view/3521	http://rentalshop.site/_data/file/goodsImages/c4ef29e91de172f379968b9ed863ff4b.jpg	계절·환경	냉난방 에어컨			0	렌탈	
5484	삼성세척서비스 1회 무료 디럭스 무풍4Way 냉난방 30평형 삼상, 의무사용기간 60개월, 등록비 면제	82100	http://si.rental-shop.net/html/dh_prod/prod_view/5484	http://rentalshop.site/_data/file/goodsImages/8dfcde3219b24a2a7fbfc5d085911ece.jpg	계절·환경	냉난방 에어컨			0	렌탈	
5674	삼성 프리미엄 무풍4Way 냉난방 30평형 단상, 의무사용기간 60개월, 등록비 면제	81500	http://si.rental-shop.net/html/dh_prod/prod_view/5674	http://rentalshop.site/_data/file/goodsImages/e176e526855efd661f71c4cdd6014f1b_1.png	계절·환경	냉난방 에어컨			0	렌탈	
1776	삼성 세척 1회무료 천장형 프리미엄 냉난방 무풍4Way 30평형 단상 (화이트), 의무사용기간 60개월, 등록비 면제	84500	http://si.rental-shop.net/html/dh_prod/prod_view/1776	http://rentalshop.site/_data/file/goodsImages/e176e526855efd661f71c4cdd6014f1b.png	계절·환경	냉난방 에어컨			0	렌탈	
5672	삼성 프리미엄 무풍4Way 냉난방 30평형 삼상, 의무사용기간 60개월, 등록비 면제	81500	http://si.rental-shop.net/html/dh_prod/prod_view/5672	http://rentalshop.site/_data/file/goodsImages/3dc623bf1dae9951f389b7fbbd77b176_1.png	계절·환경	냉난방 에어컨			0	렌탈	
1773	삼성 세척 1회무료 천장형 프리미엄 냉난방 무풍4Way 30평형 삼상 (화이트), 의무사용기간 60개월, 등록비 면제	84500	http://si.rental-shop.net/html/dh_prod/prod_view/1773	http://rentalshop.site/_data/file/goodsImages/3dc623bf1dae9951f389b7fbbd77b176.png	계절·환경	냉난방 에어컨			0	렌탈	
5071	삼성 냉난방기AC130KA4PB HH5SY, 의무사용기간 60개월, 등록비 면제	110400	http://si.rental-shop.net/html/dh_prod/prod_view/5071	http://rentalshop.site/_data/file/goodsImages/516bd1f54f037678ed2cd7509fc0c098.jpg	계절·환경	냉난방 에어컨			0	렌탈	
3516	삼성 천장형 원형 냉난방기 36평형 단상 (AC130KA4PBH5SY), 의무사용기간 60개월, 등록비 면제	93000	http://si.rental-shop.net/html/dh_prod/prod_view/3516	http://rentalshop.site/_data/file/goodsImages/6a1f8b653c087d99ad7298d654d5cd36.jpg	계절·환경	냉난방 에어컨			0	렌탈	
5671	삼성세척서비스 1회 무료 360CST 냉난방 36평형 단상, 의무사용기간 60개월, 등록비 면제	97400	http://si.rental-shop.net/html/dh_prod/prod_view/5671	http://rentalshop.site/_data/file/goodsImages/6a1f8b653c087d99ad7298d654d5cd36_1.jpg	계절·환경	냉난방 에어컨			0	렌탈	
3529	삼성 천장형 원형 냉난방기 36평형(삼상) (AC130KA4PHH5SY), 의무사용기간 60개월, 등록비 면제	93000	http://si.rental-shop.net/html/dh_prod/prod_view/3529	http://rentalshop.site/_data/file/goodsImages/70e9317541da9047e1518d200267eb56.jpg	계절·환경	냉난방 에어컨			0	렌탈	
